الكلمة الأصلية	الجذر	المصدر	النوع
يعصمني	عصم	عصم	فعل
يعصمك	عصم	عصم	فعل
يعصمكم	عصم	عصم	فعل
عاصم	عصم	عاصم	اسم
فاستعصم	عصم	استعصم	فعل
أعصي	عصو	عصى	فعل
أفعصيت	عصو	عصى	فعل
بعصاك	عصو	عصا	اسم
يعصينك	عصو	عصى	فعل
يعصون	عصو	عصى	فعل
عصاه	عصو	عصا	اسم
عصاني	عصو	عصى	فعل
عصاك	عصو	عصا	اسم
عصيا	عصو	عصي	اسم
عصيته	عصو	عصى	فعل
عصوني	عصو	عصى	فعل
عصوك	عصو	عصى	فعل
فعصوا	عصو	عصى	فعل
وعصيهم	عصو	عصا	اسم
يعص	عصي	عصى	فعل
عصاي	عصي	عصا	اسم
عصيت	عصي	عصى	فعل
عصوا	عصي	عصى	فعل
ومعصية	عصي	معصية	اسم
والعصيان	عصي	عصيان	اسم
وعصيتم	عصي	عصى	فعل
وعصينا	عصي	عصى	فعل
وعصوا	عصي	عصى	فعل
عضدا	عضد	عضد	اسم
عضدك	عضد	عضد	اسم
يعض	عضض	عضّ	فعل
عضين	عضض	عضين	اسم
عضوا	عضض	عضّ	فعل
تعضلوهن	عضل	عضل	فعل
عطفه	عطف	عطف	اسم
عطلت	عطل	عطلت	اسم
معطلة	عطل	معطلة	اسم
أعطوا	عطو	أعطى	فعل
أعطى	عطو	أعطى	فعل
وأعطى	عطو	أعطى	فعل
أعطيناك	عطو	أعطى	فعل
فتعاطى	عطو	تعاطى	فعل
عطاء	عطو	عطاء	اسم
عطاؤنا	عطو	عطاء	اسم
يعطوا	عطو	أعطى	فعل
يعطيك	عطو	أعطى	فعل
أعظم	عظم	أعظم	اسم
وأعظم	عظم	أعظم	اسم
العظم	عظم	عظم	اسم
العظام	عظم	عظم	اسم
بعظم	عظم	عظم	اسم
عظما	عظم	عظم	اسم
عظامه	عظم	عظم	اسم
وعظما	عظم	عظم	اسم
العظيم	عظم	عظيم	اسم
عظيم	عظم	عظيم	اسم
عظيما	عظم	عظيم	اسم
يعظم	عظم	عظم	فعل
ويعظم	عظم	عظم	فعل
عفريت	عفرت	عفريت	اسم
التعفف	عفف	تعفف	اسم
يستعففن	عفف	استعفف	فعل
فليستعفف	عفف	استعفف	فعل
وليستعفف	عفف	استعفف	فعل
لعفو	عفو	عفو	اسم
العفو	عفو	عفو	اسم
تعفوا	عفو	عفا	فعل
يعفو	عفو	عفا	فعل
يعفوا	عفو	عفا	فعل
يعفون	عفو	عفا	فعل
عفا	عفو	عفا	فعل
عفوا	عفو	عفوّ	فعل
عفونا	عفو	عفا	فعل
فاعف	عفو	عفا	فعل
فاعفوا	عفو	عفا	فعل
فعفونا	عفو	عفا	فعل
وليعفوا	عفو	عفا	فعل
والعافين	عفو	عفا	فعل
واعف	عفو	عفا	فعل
ويعف	عفو	عفا	فعل
ويعفوا	عفو	عفا	فعل
نعف	عفو	عفا	فعل
وعفا	عفو	عفا	فعل
عفي	عفو	عفا	فعل
أعقباكم	عقب	عقب	اسم
عقبة	عقب	عاقبة	اسم
عقاب	عقب	عقاب	اسم
عقبه	عقب	عقب	فعل
أعقابنا	عقب	عقب	اسم
معقب	عقب	معقب	اسم
معقبات	عقب	معقب	اسم
العقاب	عقب	عقاب	اسم
العقبة	عقب	عقبة	اسم
يعقب	عقب	عقّب	فعل
عاقب	عقب	عاقب	فعل
عاقبتم	عقب	عاقب	فعل
عوقب	عقب	عاقب	فعل
عوقبتم	عقب	عاقب	فعل
عقبا	عقب	عقب	اسم
عاقبتهما	عقب	عاقبة	اسم
عقبى	عقب	عقبى	اسم
عقبيه	عقب	عقب	اسم
عقباها	عقب	عقبى	اسم
فأعقبهم	عقب	أعقب	فعل
فعاقبتم	عقب	عاقب	فعل
فعاقبوا	عقب	عاقب	فعل
والعقبة	عقب	عقبة	اسم
وعقبى	عقب	عقبى	اسم
العقد	عقد	عقد	اسم
بالعقود	عقد	عقد	اسم
عقدة	عقد	عقدة	اسم
عقدتم	عقد	عقد	فعل
عاقر	عقر	عاقر	اسم
عاقرا	عقر	عاقر	اسم
فعقر	عقر	عقر	فعل
فعقروا	عقر	عقر	فعل
فعقروها	عقر	عقر	فعل
تعقلون	عقل	عقل	فعل
يعقلون	عقل	عقل	فعل
يعقلها	عقل	عقل	فعل
عقلوه	عقل	عقل	فعل
نعقل	عقل	عقل	فعل
العقيم	عقم	عقيم	اسم
عقيم	عقم	عقيم	اسم
عقيما	عقم	عقيم	اسم
العكف	عكف	عاكف	اسم
عاكفا	عكف	عاكف	اسم
عاكفين	عكف	عاكف	اسم
عاكفون	عكف	عاكف	اسم
والعاكفين	عكف	عاكف	اسم
معكوفا	عكف	معكوف	اسم
يعكفون	عكف	عكف	فعل
لعلهم	عل	لعل	أداة
لعلكم	عل	لعل	أداة
لعل	عل	لعل	أداة
لعلي	عل	لعل	أداة
لعله	عل	لعل	أداة
لعلنا	عل	لعل	أداة
لعلك	عل	لعل	أداة
فلعلك	عل	لعلّ	أداة
ولعلهم	عل	لعلّ	أداة
ولعلكم	عل	لعلّ	أداة
العلقة	علق	علقة	اسم
كالمعلقة	علق	معلقة	اسم
علق	علق	علق	اسم
علقة	علق	علقة	اسم
فاعلم	علم	علم	فعل
واعلم	علم	علم	فعل
اعلموا	علم	علم	فعل
فاعلموا	علم	علم	فعل
واعلموا	علم	علم	فعل
بأعلم	علم	أعلم	اسم
وأعلم	علم	أعلم	اسم
لتعلم	علم	علم	فعل
تعلم	علم	علم	فعل
تعلمها	علم	علم	فعل
تعلمن	علم	علم	فعل
ولتعلم	علم	علم	فعل
وتعلم	علم	علم	فعل
ولتعلمن	علم	علم	فعل
لتعلموا	علم	علم	فعل
تعلموا	علم	علم	فعل
تعلموهم	علم	علم	فعل
ولتعلموا	علم	علم	فعل
أتعلمون	علم	علم	فعل
تعلمون	علم	علم	فعل
تعلمونهم	علم	علم	فعل
تعلمونهن	علم	علم	فعل
فستعلمون	علم	علم	فعل
العالمين	علم	عالم	اسم
العلماء	علم	عالم	اسم
بعالمين	علم	عالم	اسم
علماء	علم	عالم	اسم
لعلمه	علم	علم	اسم
العلم	علم	علم	اسم
بعلمه	علم	علم	اسم
علم	علم	علم	اسم
علمه	علم	علم	اسم
علمها	علم	علم	اسم
علمني	علم	علم	فعل
علمكم	علم	علم	فعل
فعلم	علم	علم	فعل
وعلم	علم	علم	فعل
وعلمه	علم	علم	فعل
وعلمك	علم	علم	فعل
علمته	علم	علم	فعل
علمتنا	علم	علم	فعل
علمتك	علم	علم	فعل
وعلمتني	علم	علم	فعل
وعلمتم	علم	علم	فعل
علمتموهن	علم	علم	فعل
علمناه	علم	علم	فعل
وعلمناه	علم	علم	فعل
لعليم	علم	عليم	اسم
العليم	علم	عليم	اسم
عليم	علم	عليم	اسم
عليما	علم	عليم	اسم
المعلوم	علم	معلوم	اسم
معلومات	علم	معلومة	اسم
لنعلم	علم	علم	فعل
ولنعلمه	علم	علم	فعل
نعلمهم	علم	علم	فعل
ونعلم	علم	علم	فعل
فيتعلمون	علم	تعلم	فعل
ويتعلمون	علم	تعلم	فعل
ليعلم	علم	علم	فعل
يعلم	علم	علم	فعل
يعلمه	علم	علم	فعل
يعلمهم	علم	علم	فعل
يعلمها	علم	علم	فعل
وليعلم	علم	علم	فعل
ويعلم	علم	علم	فعل
ويعلمه	علم	علم	فعل
ويعلمهم	علم	علم	فعل
ويعلمك	علم	علم	فعل
ويعلمكم	علم	علم	فعل
وسيعلم	علم	علم	فعل
يعلمان	علم	علم	فعل
فليعلمن	علم	علم	فعل
وليعلمن	علم	علم	فعل
ليعلموا	علم	علم	فعل
يعلموا	علم	علم	فعل
وليعلموا	علم	علم	فعل
ليعلمون	علم	علم	فعل
يعلمون	علم	علم	فعل
سيعلمون	علم	علم	فعل
فيعلمون	علم	علم	فعل
فسيعلمون	علم	علم	فعل
كالأعلم	علم	أعلم	اسم
وعلمت	علم	علم	فعل
أعلنتم	علن	أعلن	فعل
تعلنون	علن	أعلن	فعل
وعلانية	علن	علانية	اسم
نعلن	علن	أعلن	فعل
يعلنون	علن	أعلن	فعل
استعلى	علو	استعلى	فعل
الأعلون	علو	أعلى	اسم
فتعالى	علو	تعالى	فعل
وتعالى	علو	تعالى	فعل
ولتعلن	علو	علا	فعل
لعال	علو	عالي	اسم
العالين	علو	عالي	اسم
عاليا	علو	عالي	اسم
عالين	علو	عالي	اسم
عالية	علو	عالية	اسم
وعلوا	علو	علو	فعل
العلي	علو	علي	اسم
عليا	علو	علي	اسم
العليا	علو	عليا	اسم
المتعال	علو	متعالي	اسم
تعالوا	علو	تعال	فعل
فتعالين	علو	تعال	فعل
على	على	على	أداة
عليهم	على	على	أداة
عليهما	على	على	أداة
علينا	على	على	أداة
عليك	على	على	أداة
عليكم	على	على	أداة
عليكما	على	على	أداة
عليون	علي	عليون	اسم
عليين	علي	عليين	اسم
عليه	على	على	أداة
عليها	على	على	أداة
عليهن	على	على	أداة
فعلى	على	على	أداة
فعليه	على	على	أداة
فعليهم	على	على	أداة
فعليها	على	على	أداة
فعليهن	على	على	أداة
فعليكم	على	على	أداة
ولعلا	على	على	أداة
وعلى	على	على	أداة
وعليه	على	على	أداة
وعليهم	على	على	أداة
وعليها	على	على	أداة
وعلينا	على	على	أداة
وعليكم	على	على	أداة
متعمدا	عمد	متعمد	اسم
العماد	عمد	عماد	اسم
تعمدت	عمد	تعمد	فعل
واستعمركم	عمر	استعمر	فعل
اعتمر	عمر	اعتمر	فعل
وعمارة	عمر	عمارة	اسم
لعمرك	عمر	عمر	اسم
العمر	عمر	عمر	اسم
عمرا	عمر	عمر	اسم
عمره	عمر	عمر	اسم
عمرك	عمر	عمر	اسم
بالعمرة	عمر	عمرة	اسم
والعمرة	عمر	عمرة	اسم
عمروها	عمر	عمر	فعل
وعمروها	عمر	عمر	فعل
معمر	عمر	معمر	اسم
المعمور	عمر	معمور	اسم
ناكسوا	عمر	ناكس	فعل
نعمره	عمر	عمر	فعل
نعمركم	عمر	عمر	فعل
نكسوا	عمر	نكس	فعل
يعمر	عمر	عمّر	فعل
يعمروا	عمر	عمّر	فعل
عمران	عمر	عمران	اسم
عميق	عمق	عميق	اسم
اعمل	عمل	عمل	فعل
عامل	عمل	عامل	اسم
والعاملين	عمل	عامل	اسم
أعمالهم	عمل	عمل	اسم
أعمالنا	عمل	عمل	اسم
أعمالكم	عمل	عمل	اسم
عملي	عمل	عمل	اسم
والعمل	عمل	عمل	اسم
وعملوا	عمل	عمل	فعل
فنعمل	عمل	عمل	فعل
فليعمل	عمل	عمل	فعل
ويعملون	عمل	عمل	فعل
وعماتكم	عمم	عمة	اسم
عمتك	عمم	عمة	اسم
عماتكم	عمم	عمة	اسم
عمك	عمم	عم	اسم
يعمهون	عمه	عمه	فعل
كالأعمى	عمي	أعمى	اسم
الأعمى	عمي	أعمى	اسم
عمين	عمي	أعمى	اسم
عموا	عمي	عمي	فعل
عمون	عمي	أعمى	اسم
فعميت	عمي	عمي	فعل
وأعمى	عمي	أعمى	اسم
وعميانا	عمي	أعمى	اسم
عنهم	عن	عن	أداة
عنها	عن	عن	أداة
عنكم	عن	عن	أداة
عما	عن	عما	أداة
عن	عن	عن	أداة
عنه	عن	عن	أداة
عنهما	عن	عن	أداة
عنك	عن	عن	أداة
وعن	عن	عن	أداة
أعناب	عنب	عنب	اسم
وأعناب	عنب	عنب	اسم
وأعناب	عنب	عنب	اسم
وأعنابا	عنب	عنب	اسم
والأعناب	عنب	عنب	اسم
وعنب	عنب	عنب	اسم
وعنبا	عنب	عنب	اسم
لأعنتكم	عنت	أعنت	فعل
لعنتم	عنت	لعن	فعل
العنت	عنت	عنت	اسم
عنتم	عنت	عنت	فعل
عند	عند	عند	أداة
عندنا	عند	عند	أداة
وعندنا	عند	عند	أداة
أعنده	عند	عند	فعل
عندي	عند	عند	أداة
عنيدا	عند	عنيد	اسم
عنده	عند	عنده	اسم
عندهم	عند	عند	أداة
عندها	عند	عند	أداة
عندك	عند	عند	أداة
عندكم	عند	عند	أداة
فعند	عند	عند	أداة
وعنده	عند	عند	أداة
وعندهم	عند	عند	أداة
أعناق	عنق	عنق	اسم
أعناقهم	عنق	عنق	اسم
أعناقهم	عنق	عنق	اسم
الأعناق	عنق	عنق	اسم
عنقه	عنق	عنق	اسم
عنقك	عنق	عنق	اسم
والأعناق	عنق	عنق	اسم
العنكبوت	عنكب	عنكبوت	اسم
أعهد	عهد	عهد	فعل
عاهدت	عهد	عاهد	فعل
عاهدتم	عهد	عاهد	فعل
عاهدوا	عهد	عاهد	فعل
العهد	عهد	عهد	اسم
بالعهد	عهد	عهد	اسم
بعهد	عهد	عهد	اسم
بعهدي	عهد	عهد	اسم
بعهده	عهد	عهد	اسم
بعهدهم	عهد	عهد	اسم
بعهدكم	عهد	عهد	اسم
عهد	عهد	عهد	اسم
عهدا	عهد	عهد	اسم
عهدي	عهد	عهد	اسم
عهده	عهد	عهد	اسم
عهدهم	عهد	عهد	اسم
وبعهد	عهد	عهد	اسم
وعهدهم	عهد	عهد	اسم
وعهدنا	عهد	عهد	اسم
كالعهن	عهن	عهن	اسم
عوجا	عوج	عوج	اسم
أعيدوا	عود	أعاد	فعل
تعودوا	عود	عاد	فعل
عائدون	عود	عائد	اسم
عدتم	عود	عد	فعل
سنعيدها	عود	أعاد	فعل
يعودوا	عود	عاد	فعل
يعودون	عود	عاد	فعل
يعيد	عود	أعاد	فعل
يعيده	عود	أعاد	فعل
يعيدنا	عود	أعاد	فعل
يعيدكم	عود	أعاد	فعل
ويعيد	عود	أعاد	فعل
يعيدوكم	عود	أعاد	فعل
لتعودن	عود	عاد	فعل
لعادوا	عود	عاد	فعل
تعودون	عود	عاد	فعل
عيدا	عود	عيد	اسم
نعيده	عود	أعاد	فعل
نعيدكم	عود	أعاد	فعل
نعود	عود	عاد	فعل
فاستعذ	عوذ	استعذ	فعل
أعوذ	عوذ	عاذ	فعل
وأعوذ	عوذ	عاذ	فعل
أعيذها	عوذ	أعاذ	فعل
معاذ	عوذ	معاذ	اسم
يعوذون	عوذ	عاذ	فعل
بعورة	عور	عورة	اسم
عورات	عور	عورة	اسم
المعوقين	عوق	معوق	اسم
تعولوا	عول	عال	فعل
عائلا	عول	عائل	اسم
عيلة	عول	عيلة	اسم
عام	عوم	عام	اسم
عاما	عوم	عام	اسم
عامهم	عوم	عام	اسم
استعينوا	عون	استعان	فعل
واستعينوا	عون	استعان	فعل
المستعان	عون	مستعان	اسم
نستعين	عون	استعان	فعل
تعاونوا	عون	تعاون	فعل
عوان	عون	عوان	اسم
فأعينوني	عون	أعان	فعل
وأعانه	عون	أعان	فعل
وتعاونوا	عون	تعاون	فعل
أعيبها	عيب	أعاب	فعل
العير	عير	عير	اسم
والعير	عير	عير	اسم
بعيسى	عيسي	عيسى	اسم
عيسى	عيسي	عيسى	اسم
عيسى	عيسي	عيسى	اسم
وعيسى	عيسي	عيسى	اسم
عيشة	عيش	عيشة	اسم
معيش	عيش	معيشة	اسم
معيشتهم	عيش	معيشة	اسم
معيشتها	عيش	معيشة	اسم
معاشا	عيش	معاش	اسم
أعين	عين	عين	اسم
أعينهم	عين	عين	اسم
أعينهن	عين	عين	اسم
أعينكم	عين	عين	اسم
الأعين	عين	عين	اسم
العين	عين	عين	اسم
العيون	عين	عين	اسم
بأعيننا	عين	عين	اسم
بالعين	عين	عين	اسم
عينا	عين	عين	اسم
عيناه	عين	عين	اسم
عينان	عين	عين	اسم
عيناك	عين	عين	اسم
عيني	عين	عين	اسم
عينين	عين	عين	اسم
عينيك	عين	عين	اسم
عينها	عين	عين	اسم
وأعينهم	عين	عين	اسم
والعين	عين	عين	اسم
وعيون	عين	عين	اسم
أفعيينا	عيي	عيي	فعل
تعبثون	غبث	عبث	فعل
الغابرين	غبر	غابر	اسم
التغابن	غبن	تغابن	اسم
غثاء	غثو	غثاء	اسم
يغادر	غدر	غادر	فعل
نغادر	غدر	غادر	فعل
غدقا	غدق	غدق	اسم
غداءنا	غدو	غداء	اسم
المعتدون	عدو	معتدي	اسم
اغدوا	غدو	غدى	فعل
بالغدوة	غدو	غدوة	اسم
غدا	غدو	غد	اسم
غدوت	غدو	غدا	فعل
تغرب	غرب	غرب	فعل
الغراب	غرب	غراب	اسم
غرابا	غرب	غراب	اسم
غربت	غرب	غرب	فعل
الغربي	غرب	غرب	اسم
غربية	غرب	غربية	اسم
الغروب	غرب	غروب	اسم
غروبها	غرب	غروب	اسم
المغرب	غرب	مغرب	اسم
المغربين	غرب	مغرب	اسم
ومغاربها	غرب	مغرب	اسم
والمغرب	غرب	مغرب	اسم
وغرابيب	غربب	غراب	اسم
غرور	غرر	غرور	اسم
لنغرينك	غرر	أغرى	فعل
الغرور	غرر	غرور	اسم
بغرور	غرر	غرور	اسم
تغرنكم	غرر	غرّ	فعل
يغررك	غرر	غرّ	فعل
يغرنك	غرر	غرّ	فعل
يغرنكم	غرر	غرّ	فعل
غر	غرر	غرّ	فعل
غرورا	غرر	غرّ	فعل
غرك	غرر	غرّ	فعل
وغرتهم	غرر	غرّ	فعل
وغرتكم	غرر	غرّ	فعل
وغرهم	غرر	غرّ	فعل
وغركم	غرر	غرّ	فعل
الغرفة	غرف	غرفة	اسم
اغترف	غرف	اغترف	فعل
غرف	غرف	غرفة	اسم
غرفا	غرف	غرفة	اسم
أغرقنا	غرق	أغرق	فعل
أغرقناهم	غرق	أغرق	فعل
فأغرقناه	غرق	أغرق	فعل
فأغرقناهم	غرق	أغرق	فعل
وأغرقنا	غرق	أغرق	فعل
لتغرق	غرق	أغرق	فعل
الغرق	غرق	غرق	اسم
غرقا	غرق	غرق	اسم
مغرقون	غرق	مغرق	اسم
المغرقين	غرق	مغرق	اسم
نغرقهم	غرق	أغرق	فعل
فيغرقكم	غرق	أغرق	فعل
لمغرمون	غرم	مغرم	اسم
مغرم	غرم	مغرم	اسم
مغرما	غرم	مغرم	اسم
غراما	غرم	غرام	اسم
والغارمين	غرم	غارم	اسم
فأغرينا	غرو	أغرى	فعل
غزلها	غزل	غزل	اسم
غزى	غزو	غزى	اسم
غاسق	غسق	غاسق	اسم
غسق	غسق	غسق	اسم
وغساق	غسق	غساق	اسم
وغساقا	غسق	غساق	اسم
فاغسلوا	غسل	غسل	فعل
تغتسلوا	غسل	اغتسل	فعل
غسلين	غسل	غسلين	اسم
مغتسل	غسل	مغتسل	اسم
واستغشوا	غشو	استغشى	فعل
أغشيت	غشو	أغشى	فعل
فأغشينهم	غشو	أغشى	فعل
تغشاها	غشو	تغشى	فعل
وتغشى	غشو	غشى	فعل
الغشية	غشو	غاشية	اسم
غشوة	غشو	غشاوة	اسم
فغشاها	غشو	غشى	فعل
غشيهم	غشو	غشي	فعل
فغشيهم	غشو	غشي	فعل
المغشي	غشو	مغشي	اسم
يستغشون	غشو	استغشى	فعل
